0,1,1,1,1,0,1,1,1,1,2,1,1,1,0,1,6,0,1,2,,,,,,,,
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,3,12,0,1,2,8,1,1,2,1,2,1,2
